排名, 显示卡, 类型, 性能, 架构, 出厂年份, 现在的价格, TDP
'263', 'Tesla K20Xm', '用于工作站', '7.50', 'Kepler', '2012', '−', '235 W'
'264', 'Quadro M1000M', '用于移动工作站', '7.45', 'Maxwell', '2015', '706 USD', '40 W'
'265', 'Quadro K1200', '用于工作站', '7.43', 'Maxwell', '2015', '124 USD', '45 W'
'266', 'GRID K280Q', '用于工作站', '7.30', 'Kepler', '2013', '−', '225 W'
'267', 'Tesla C2070', '用于工作站', '7.30', 'Fermi', '2011', '5193 USD', '238 W'
'268', 'Quadro M620', '用于移动工作站', '7.27', 'Maxwell', '2017', '1958 USD', '30 W'
'269', 'GeForce MX350', '用于笔记本电脑', '7.25', 'Pascal', '2020', '−', '25 W'
'270', 'GeForce GTX 770M', '用于笔记本电脑', '7.17', 'Kepler', '2013', '178 USD', '50 W'
'271', 'Quadro K5000M', '用于移动工作站', '7.10', 'Kepler', '2012', '382 USD', '100 W'
'272', 'GeForce GTX 675MX', '用于笔记本电脑', '7.05', 'Kepler', '2012', '868 USD', '100 W'
'273', 'GRID K2', '用于工作站', '7.03', 'Kepler', '2013', '10 USD', '225 W'
'274', 'GeForce GTX 560', '桌面', '6.98', 'Fermi 2.0', '2011', '76 USD', '150 W'
'275', 'Quadro K4000', '用于工作站', '6.96', 'Kepler', '2013', '330 USD', '80 W'
'276', 'GeForce GTX 570 Rev. 2', '桌面', '6.96', 'Fermi 2.0', '2010', '249 USD', '219 W'
'277', 'Quadro 6000', '用于工作站', '6.94', 'Fermi', '2010', '1730 USD', '204 W'
'278', 'GeForce GTX 465', '桌面', '6.90', 'Fermi', '2010', '16 USD', '200 W'
'279', 'GeForce GT 750M SLI', '用于笔记本电脑', '6.84', 'Kepler', '2013', '545 USD', '−'
'280', 'Quadro K4100M', '用于移动工作站', '6.79', 'Kepler', '2013', '323 USD', '100 W'
'281', 'GRID M10-8Q', '用于工作站', '6.70', 'Maxwell', '2016', '−', '225 W'
'282', 'GeForce GTX 950M', '用于笔记本电脑', '6.66', 'Maxwell', '2015', '797 USD', '75 W'
'283', 'GeForce GTX 470M SLI', '用于笔记本电脑', '6.64', 'Fermi', '2010', '149 USD', '−'
'284', 'GeForce GTX 780M Mac Edition', '桌面', '6.64', 'Kepler', '2013', '149 USD', '122 W'
'285', 'GeForce GTX 950A', '桌面', '6.60', 'Maxwell', '2015', '1099 USD', '75 W'
'286', 'GRID K240Q', '用于工作站', '6.53', 'Kepler', '2013', '−', '225 W'
'287', 'GeForce GTX 650 Ti', '桌面', '6.51', 'Kepler', '2012', '251 USD', '110 W'
'288', 'GeForce GTX 850M', '用于笔记本电脑', '6.49', 'Maxwell', '2014', '163 USD', '45 W'
'289', 'GeForce GTX 480M SLI', '用于笔记本电脑', '6.41', 'Fermi', '2010', '149 USD', '100 W'
'290', 'GeForce GTX 560M SLI', '用于笔记本电脑', '6.40', 'Fermi', '2011', '149 USD', '100 W'
'291', 'GeForce GT 1030', '桌面', '6.39', 'Pascal', '2017', '137 USD', '30 W'
'292', 'GeForce MX330', '用于笔记本电脑', '6.35', 'Pascal', '2020', '1079 USD', '25 W'
'293', 'GeForce MX250', '用于笔记本电脑', '6.28', 'Pascal', '2019', '1165 USD', '10 W'
'294', 'GeForce GTX 960A', '桌面', '6.19', 'Maxwell', '2015', '243 USD', '75 W'
'295', 'GeForce GTX 485M', '用于笔记本电脑', '6.06', 'Fermi', '2010', '163 USD', '100 W'
'296', 'P106-090', '桌面', '6.02', 'Pascal', '2017', '26 USD', '75 W'
'297', 'GeForce MX150', '用于笔记本电脑', '5.86', 'Pascal', '2017', '1049 USD', '25 W'
'298', 'Quadro K3100M', '用于移动工作站', '5.83', 'Kepler', '2013', '683 USD', '75 W'
'299', 'GeForce GTX 460', '桌面', '5.79', 'Fermi', '2010', '128 USD', '160 W'
'300', 'Quadro K620', '用于工作站', '5.76', 'Maxwell', '2014', '286 USD', '45 W'
'301', 'Quadro M600M', '用于移动工作站', '5.51', 'Maxwell', '2015', '103 USD', '30 W'
'302', 'Quadro P520', '用于移动工作站', '5.40', 'Pascal', '2019', '1670 USD', '18 W'
'303', 'GeForce GTX 580M', '用于笔记本电脑', '5.33', 'Fermi', '2011', '170 USD', '100 W'
'304', 'GeForce 945M', '用于笔记本电脑', '5.30', 'Maxwell', '2015', '163 USD', '75 W'
'305', 'Quadro 5000M', '用于移动工作站', '5.29', 'Fermi', '2010', '3732 USD', '100 W'
'306', 'GeForce GTX 460 SE', '桌面', '5.17', 'Fermi', '2010', '350 USD', '150 W'
'307', 'GeForce GTX 765M', '用于笔记本电脑', '5.09', 'Kepler', '2013', '93 USD', '60 W'
'308', 'GeForce GTX 470M', '用于笔记本电脑', '5.02', 'Fermi', '2010', '78 USD', '75 W'
'309', 'GeForce GT 650M SLI', '用于笔记本电脑', '5.00', 'Kepler', '2012', '545 USD', '−'
'310', 'GeForce GTX 670MX', '用于笔记本电脑', '4.96', 'Kepler', '2012', '−', '75 W'
'311', 'GeForce GTX 460 v2', '桌面', '4.95', 'Fermi 2.0', '2011', '235 USD', '160 W'
'312', 'GeForce GTX 675M', '用于笔记本电脑', '4.95', 'Fermi', '2012', '218 USD', '100 W'
'313', 'Quadro 5000', '用于工作站', '4.94', 'Fermi', '2011', '991 USD', '152 W'
'314', 'GeForce GTX 560 SE', '桌面', '4.92', 'Fermi 2.0', '2012', '703 USD', '150 W'
'315', 'GeForce GTX 460M SLI', '用于笔记本电脑', '4.87', 'Fermi', '2010', '149 USD', '−'
'316', 'Tesla M2070', '用于工作站', '4.84', 'Fermi', '2011', '4064 USD', '225 W'
'317', 'GeForce GTX 570M', '用于笔记本电脑', '4.82', 'Fermi', '2011', '163 USD', '75 W'
'318', 'Quadro M520', '用于移动工作站', '4.81', 'Maxwell', '2017', '−', '25 W'
'319', 'Quadro K4000M', '用于移动工作站', '4.80', 'Kepler', '2012', '240 USD', '100 W'
'320', 'GeForce MX130', '用于笔记本电脑', '4.78', 'Maxwell', '2018', '899 USD', '15 W'
'321', 'GeForce 945A', '桌面', '4.76', 'Maxwell', '2015', '−', '33 W'
'322', 'GeForce MX230', '用于笔记本电脑', '4.71', 'Pascal', '2019', '1221 USD', '10 W'
'323', 'Quadro 5010M', '用于移动工作站', '4.55', 'Fermi', '2011', '134 USD', '100 W'
'324', 'GeForce GTX 650', '桌面', '4.51', 'Kepler', '2012', '207 USD', '65 W'
'325', 'GeForce GTX 670M', '用于笔记本电脑', '4.49', 'Fermi', '2012', '3 USD', '75 W'
'326', 'GeForce GTS 450 Rev. 2', '桌面', '4.37', 'Fermi 2.0', '2011', '−', '106 W'
'327', 'GeForce GTX 760M', '用于笔记本电脑', '4.37', 'Kepler', '2013', '163 USD', '45 W'
'328', 'GeForce GT 750M Mac Edition', '桌面', '4.30', 'Kepler', '2013', '50 USD', '50 W'
'329', 'GeForce GTX 460 768MB', '桌面', '4.26', 'Fermi', '−', '149 USD', '−'
'330', 'GeForce GT 755M', '用于笔记本电脑', '4.25', 'Kepler', '2013', '310 USD', '50 W'
'331', 'Quadro K3000M', '用于移动工作站', '4.23', 'Kepler', '2012', '223 USD', '75 W'
'332', 'GRID M40', '用于工作站', '4.22', 'Maxwell', '2016', '484 USD', '50 W'
'333', 'GeForce GTX 285M SLI', '用于笔记本电脑', '4.19', 'G9x', '2009', '149 USD', '150 W'
'334', 'GeForce GTX 480M', '用于笔记本电脑', '4.16', 'Fermi', '2010', '163 USD', '100 W'
'335', 'Quadro P400', '用于工作站', '4.11', 'Pascal', '2017', '73 USD', '30 W'
'336', 'Quadro K2000D', '用于工作站', '4.07', 'Kepler', '2013', '438 USD', '51 W'
'337', 'Quadro P500', '用于移动工作站', '4.05', 'Pascal', '2017', '300 USD', '18 W'
'338', 'Quadro K2000', '用于工作站', '4.03', 'Kepler', '2013', '550 USD', '51 W'
'339', 'GeForce GTX 550 Ti', '桌面', '3.95', 'Fermi', '2011', '197 USD', '116 W'
'340', 'GeForce GTX 285', '桌面', '3.89', 'Tesla 2.0', '2008', '98 USD', '204 W'
'341', 'GeForce 940MX', '用于笔记本电脑', '3.88', 'Maxwell', '2016', '950 USD', '15 W'
'342', 'GeForce 845M', '用于笔记本电脑', '3.87', 'Maxwell', '2014', '163 USD', '33 W'
'343', 'GeForce GT 740', '桌面', '3.83', 'Kepler', '2014', '279 USD', '64 W'
'344', 'Quadro 4000', '用于工作站', '3.81', 'Fermi', '2010', '295 USD', '142 W'
'345', 'GeForce MX110', '用于笔记本电脑', '3.73', 'Maxwell', '2018', '1057 USD', '30 W'
'346', 'Maxwell GPU Surface Book', '用于笔记本电脑', '3.71', 'Maxwell', '2015', '−', '−'
'347', 'GeForce GTX 660M', '用于笔记本电脑', '3.71', 'Kepler', '2012', '276 USD', '50 W'
'348', 'Maxwell GPU Surface Book (940M, GDDR5)', '用于笔记本电脑', '3.70', 'Maxwell', '2015', '−', '−'
'349', 'GeForce GTX 275', '桌面', '3.64', 'Tesla 2.0', '2009', '82 USD', '219 W'
'350', 'Quadro K2100M', '用于移动工作站', '3.50', 'Kepler', '2013', '208 USD', '55 W'
'351', 'GeForce GT 640 Rev. 2', '桌面', '3.47', 'Kepler 2.0', '2013', '230 USD', '49 W'
'352', 'GeForce 930A', '桌面', '3.41', 'Maxwell', '2015', '350 USD', '33 W'
'353', 'Quadro 4000M', '用于移动工作站', '3.38', 'Fermi', '2011', '118 USD', '100 W'
'354', 'GeForce GTS 450', '桌面', '3.37', 'Fermi', '2010', '127 USD', '106 W'
'355', 'GeForce GT 750M', '用于笔记本电脑', '3.37', 'Kepler', '2013', '1119 USD', '35 W'
'356', 'Tesla M2070-Q', '用于工作站', '3.35', 'Fermi', '2011', '−', '225 W'
'357', 'GeForce GTX 775M Mac Edition', '桌面', '3.34', 'Kepler', '2013', '149 USD', '100 W'
'358', 'GeForce 930MX', '用于笔记本电脑', '3.33', 'Maxwell', '2016', '1808 USD', '15 W'
'359', 'GeForce GTX 660 OEM', '桌面', '3.33', 'Kepler', '2012', '481 USD', '130 W'
'360', 'GeForce GTX 280M SLI', '用于笔记本电脑', '3.28', 'G9x', '2009', '149 USD', '150 W'
'361', 'GeForce GTX 280', '桌面', '3.28', 'Tesla 2.0', '2008', '159 USD', '236 W'
'362', 'GeForce GTX 460M', '用于笔记本电脑', '3.16', 'Fermi', '2010', '88 USD', '50 W'
'363', 'GeForce GTX 260', '桌面', '3.16', 'Tesla 2.0', '2008', '49 USD', '182 W'
'364', 'GeForce GTX 760A', '桌面', '3.15', 'Kepler', '2014', '−', '55 W'
'365', 'GeForce GTX 560M', '用于笔记本电脑', '3.14', 'Fermi', '2011', '1198 USD', '75 W'
'366', 'Quadro FX 5800', '用于工作站', '3.13', 'Tesla 2.0', '2008', '157 USD', '189 W'
'367', 'GeForce GTX 260M SLI', '用于笔记本电脑', '3.11', 'G9x', '2009', '149 USD', '150 W'
'368', 'GeForce GT 650M', '用于笔记本电脑', '3.10', 'Kepler', '2012', '679 USD', '45 W'
'369', 'GeForce GT 745A', '桌面', '3.09', 'Kepler', '2013', '530 USD', '33 W'
'370', 'GeForce 9800M GTX SLI', '用于笔记本电脑', '3.07', 'G9x', '2008', '149 USD', '150 W'
'371', 'GRID K340', '用于工作站', '3.06', 'Kepler', '2013', '99 USD', '225 W'
'372', 'GeForce GTX 295', '桌面', '3.05', 'Tesla 2.0', '2009', '200 USD', '289 W'
'373', 'GeForce 840A', '桌面', '3.03', 'Maxwell', '2014', '−', '33 W'
'374', 'GeForce GT 640', '桌面', '3.03', 'Kepler', '2012', '157 USD', '65 W'
'375', 'GeForce GTX 460 OEM', '桌面', '3.00', 'Fermi', '2010', '99 USD', '150 W'
'376', 'Quadro M500M', '用于移动工作站', '3.00', 'Maxwell', '2015', '775 USD', '30 W'
'377', 'Quadro K620M', '用于移动工作站', '2.99', 'Maxwell', '2015', '−', '30 W'
'378', 'NVS 810', '用于工作站', '2.98', 'Maxwell', '2015', '848 USD', '68 W'
'379', 'GeForce 830A', '桌面', '2.92', 'Maxwell', '2014', '−', '33 W'
'380', 'GeForce 940M', '用于笔记本电脑', '2.87', 'Maxwell', '2015', '879 USD', '25 W'
'381', 'GeForce 940A', '桌面', '2.84', 'Maxwell', '2015', '−', '33 W'
'382', 'GeForce GT 545', '桌面', '2.83', 'Fermi 2.0', '2011', '195 USD', '70 W'
'383', 'GeForce GT 745M', '用于笔记本电脑', '2.82', 'Kepler', '2013', '55 USD', '25 W'
'384', 'GeForce 920MX', '用于笔记本电脑', '2.79', 'Maxwell', '2015', '1597 USD', '16 W'
'385', 'Quadro K1100M', '用于移动工作站', '2.79', 'Kepler', '2013', '350 USD', '45 W'
'386', 'GeForce 840M', '用于笔记本电脑', '2.78', 'Maxwell', '2014', '743 USD', '33 W'
'387', 'GeForce GTX 850A', '桌面', '2.70', 'Maxwell', '2014', '−', '45 W'
'388', 'Quadro K2000M', '用于移动工作站', '2.61', 'Kepler', '2012', '92 USD', '55 W'
'389', 'Quadro 3000M', '用于移动工作站', '2.61', 'Fermi', '2011', '447 USD', '75 W'
'390', 'GeForce 930M', '用于笔记本电脑', '2.60', 'Maxwell', '2015', '160 USD', '12 W'
'391', 'GeForce 830M', '用于笔记本电脑', '2.59', 'Maxwell', '2014', '160 USD', '33 W'
'392', 'Quadro FX 4800', '用于工作站', '2.55', 'Tesla 2.0', '2008', '632 USD', '150 W'
'393', 'Quadro 2000D', '用于工作站', '2.52', 'Fermi', '2011', '151 USD', '62 W'
'394', 'Quadro CX', '用于工作站', '2.43', 'Tesla 2.0', '2008', '18 USD', '150 W'
'395', 'Quadro 2000', '用于工作站', '2.42', 'Fermi', '2010', '141 USD', '62 W'
'396', 'GeForce GT 645M', '用于笔记本电脑', '2.37', 'Kepler', '2012', '310 USD', '32 W'
'397', 'GeForce GT 640M', '用于笔记本电脑', '2.35', 'Kepler', '2012', '310 USD', '32 W'
'398', 'GRID K220Q', '用于工作站', '2.34', 'Kepler', '2014', '−', '225 W'
'399', 'GeForce 920A', '桌面', '2.18', 'Kepler 2.0', '2015', '179 USD', '33 W'
'400', 'GeForce GT 755M Mac Edition', '桌面', '2.13', 'Kepler', '2013', '50 USD', '50 W'
'401', 'GeForce GT 730', '桌面', '2.13', 'Fermi', '2014', '77 USD', '49 W'
'402', 'GeForce GT 730M', '用于笔记本电脑', '2.09', 'Kepler', '2013', '1000 USD', '33 W'
'403', 'GeForce GT 445M', '用于笔记本电脑', '2.08', 'Fermi', '2010', '310 USD', '35 W'
'404', 'Quadro FX 3800', '用于工作站', '2.05', 'Tesla 2.0', '2009', '171 USD', '108 W'
'405', 'GeForce 9800 GX2', '桌面', '2.05', 'Tesla', '2008', '140 USD', '197 W'
'406', 'GeForce GT 740M', '用于笔记本电脑', '2.03', 'Kepler', '2013', '310 USD', '25 W'
'407', 'Quadro K1000M', '用于移动工作站', '2.02', 'Kepler', '2012', '232 USD', '45 W'
'408', 'GeForce 825M', '用于笔记本电脑', '2.01', 'Kepler', '2014', '160 USD', '33 W'
'409', 'Quadro 2000M', '用于移动工作站', '2.00', 'Fermi', '2011', '135 USD', '55 W'
'410', 'GeForce GT 440', '桌面', '1.99', 'Fermi', '2011', '160 USD', '65 W'
'411', 'GeForce 9800 GTX', '桌面', '1.98', 'Tesla', '2008', '151 USD', '140 W'
'412', 'Quadro K420', '用于工作站', '1.96', 'Kepler', '2014', '402 USD', '41 W'
'413', 'GeForce 8800M GTX SLI', '用于笔记本电脑', '1.95', 'G9x', '2007', '149 USD', '130 W'
'414', 'GeForce 9800M GTS SLI', '用于笔记本电脑', '1.94', 'G9x', '2008', '149 USD', '150 W'
'415', 'GeForce 9800M GT SLI', '用于笔记本电脑', '1.93', 'G9x', '2008', '545 USD', '130 W'
'416', 'Quadro K600', '用于工作站', '1.93', 'Kepler', '2013', '220 USD', '41 W'
'417', 'GeForce GT 730A', '桌面', '1.91', 'Kepler 2.0', '2014', '−', '33 W'
'418', 'GRID K140Q', '用于工作站', '1.87', 'Kepler', '2013', '−', '130 W'
'419', 'GeForce 920M', '用于笔记本电脑', '1.87', 'Kepler', '2015', '895 USD', '33 W'
'420', 'Quadro K610M', '用于移动工作站', '1.86', 'Kepler', '2013', '210 USD', '30 W'
'421', 'NVS 510', '用于工作站', '1.83', 'Kepler', '2012', '61 USD', '35 W'
'422', 'GeForce GT 630', '桌面', '1.75', 'Fermi', '2012', '112 USD', '65 W'
'423', 'GeForce GTS 160M', '用于笔记本电脑', '1.74', 'G9x', '2009', '230 USD', '60 W'
'424', 'Quadro FX 4700 X2', '用于工作站', '1.74', 'Tesla', '2008', '−', '226 W'
'425', 'GeForce GT 640M LE', '用于笔记本电脑', '1.73', 'Fermi / Kepler', '2012', '310 USD', '32 W'
'426', 'GeForce GT 740A', '桌面', '1.71', 'Kepler 2.0', '2013', '−', '33 W'
'427', 'GeForce GT 555M', '用于笔记本电脑', '1.71', 'Fermi', '2011', '310 USD', '35 W'
'428', 'GeForce GT 640 OEM', '桌面', '1.70', 'Kepler', '2012', '99 USD', '50 W'
'429', 'GeForce GTS 360M', '用于笔记本电脑', '1.69', 'GT2xx', '2010', '230 USD', '38 W'
'430', 'GRID K1', '用于工作站', '1.67', 'Kepler', '2013', '317 USD', '130 W'
'431', 'GeForce GTX 285M', '用于笔记本电脑', '1.67', 'G9x', '2009', '111 USD', '75 W'
'432', 'GeForce GT 630 OEM', '桌面', '1.65', 'Kepler', '2012', '429 USD', '50 W'
'433', 'GeForce 8800 Ultra', '桌面', '1.65', 'Tesla', '2007', '235 USD', '171 W'
'434', 'NVS 5400M', '用于移动工作站', '1.62', 'Fermi', '2012', '381 USD', '35 W'
'435', 'GeForce GT 710', '桌面', '1.62', 'Kepler', '2014', '81 USD', '19 W'
'436', 'GRID K160Q', '用于工作站', '1.61', 'Kepler', '2013', '−', '130 W'
'437', 'GeForce GT 735M', '用于笔记本电脑', '1.61', 'Kepler', '2013', '310 USD', '33 W'
'438', 'GeForce 810A', '桌面', '1.60', 'Kepler 2.0', '2014', '−', '15 W'
'439', 'GeForce GT 650M Mac Edition', '桌面', '1.59', 'Kepler', '2012', '50 USD', '45 W'
'440', 'GeForce 720A', '桌面', '1.58', 'Fermi 2.0', '2014', '639 USD', '33 W'
'441', 'GeForce GT 720', '桌面', '1.57', 'Kepler 2.0', '2014', '394 USD', '19 W'
'442', 'Quadro K510M', '用于移动工作站', '1.57', 'Kepler', '2013', '−', '30 W'
'443', 'GeForce GTS 250', '桌面', '1.56', 'Tesla', '2009', '131 USD', '150 W'
'444', 'GeForce GTX 660M Mac Edition', '桌面', '1.55', 'Kepler', '2013', '149 USD', '50 W'
'445', 'Quadro FX 3800M', '用于移动工作站', '1.55', 'G9x', '2009', '199 USD', '100 W'
'446', 'GeForce GT 430', '桌面', '1.55', 'Fermi', '2010', '59 USD', '49 W'
'447', 'GeForce GT 720A', '桌面', '1.54', 'Fermi 2.0', '2014', '639 USD', '33 W'
'448', 'GeForce 8800 GTX', '桌面', '1.53', 'Tesla', '2006', '357 USD', '155 W'
'449', 'GeForce 910M', '用于笔记本电脑', '1.52', 'Kepler', '2015', '163 USD', '15 W'
'450', 'GeForce GT 550M', '用于笔记本电脑', '1.50', 'Fermi', '2011', '55 USD', '35 W'
'451', 'GeForce GT 820M', '桌面', '1.49', 'Fermi 2.0', '2013', '310 USD', '15 W'
'452', 'GeForce 8800 GTS 512', '桌面', '1.48', 'Tesla', '2007', '146 USD', '135 W'
'453', 'GeForce GTX 280M', '用于笔记本电脑', '1.48', 'G9x', '2009', '140 USD', '75 W'
'454', 'Quadro 1000M', '用于移动工作站', '1.47', 'Fermi', '2011', '129 USD', '45 W'
'455', 'Quadro 500M', '用于工作站', '1.47', 'Fermi', '2011', '58 USD', '35 W'
'456', 'GeForce GTS 250M', '用于笔记本电脑', '1.46', 'GT2xx', '2009', '230 USD', '28 W'
'457', 'GeForce GT 635M', '用于笔记本电脑', '1.45', 'Fermi', '2011', '55 USD', '35 W'
'458', 'GeForce 820A', '桌面', '1.42', 'Fermi 2.0', '2014', '238 USD', '15 W'
'459', 'GF117', '桌面', '1.42', 'Fermi 2.0', '−', '70 USD', '−'
'460', 'GeForce 615', '桌面', '1.40', 'Fermi', '2012', '858 USD', '49 W'
'461', 'GeForce GT 630M', '用于笔记本电脑', '1.40', 'Fermi', '2011', '1121 USD', '35 W'
'462', 'GeForce GT 435M', '用于笔记本电脑', '1.39', 'Fermi', '2010', '67 USD', '35 W'
'463', 'Quadro 600', '用于工作站', '1.39', 'Fermi', '2010', '118 USD', '40 W'
'464', 'GRID K180Q', '用于工作站', '1.37', 'Kepler', '2013', '−', '130 W'
'465', 'Quadro FX 5600', '用于工作站', '1.35', 'Tesla', '2007', '209 USD', '171 W'
'466', 'GeForce GT 425M', '用于笔记本电脑', '1.34', 'Fermi', '2010', '45 USD', '23 W'
'467', 'GeForce GT 240', '桌面', '1.34', 'GT2xx', '2009', '708 USD', '69 W'
'468', 'NVS 5200M', '用于移动工作站', '1.32', 'Fermi', '2012', '139 USD', '25 W'
'469', 'GeForce 820M', '用于笔记本电脑', '1.30', 'Fermi', '2014', '490 USD', '15 W'
'470', 'GeForce 9800 GTX+', '桌面', '1.30', 'Tesla', '2009', '151 USD', '141 W'
'471', 'GeForce GTS 150M', '用于笔记本电脑', '1.30', 'G9x', '2009', '230 USD', '45 W'
'472', 'GeForce 8800 GT', '桌面', '1.27', 'Tesla', '2007', '166 USD', '125 W'
'473', 'GeForce 9600 GT', '桌面', '1.26', 'Tesla', '2008', '141 USD', '95 W'
'474', 'GeForce GT 540M', '用于笔记本电脑', '1.25', 'Fermi', '2011', '283 USD', '35 W'
'475', 'Quadro K500M', '用于移动工作站', '1.23', 'Kepler', '2012', '20 USD', '35 W'
'476', 'GeForce 9800 GT', '桌面', '1.23', 'Tesla', '2008', '154 USD', '125 W'
'477', 'GeForce GT 625M', '用于笔记本电脑', '1.22', 'Fermi', '2012', '310 USD', '15 W'
'478', 'GeForce 800A', '桌面', '1.22', 'Fermi 2.0', '2014', '−', '15 W'
'479', 'GeForce 710A', '桌面', '1.22', 'Fermi 2.0', '2013', '−', '33 W'
'480', 'GeForce 800M', '桌面', '1.21', 'Fermi 2.0', '2014', '163 USD', '15 W'
'481', 'Quadro FX 3600M', '用于移动工作站', '1.20', 'G9x', '2008', '80 USD', '70 W'
'482', 'Quadro FX 1800M', '用于移动工作站', '1.20', 'GT2xx', '2010', '309 USD', '45 W'
'483', 'GeForce 710M', '用于笔记本电脑', '1.20', 'Fermi', '2013', '44 USD', '15 W'
'484', 'GeForce GT 720M', '用于笔记本电脑', '1.20', 'Fermi', '2013', '499 USD', '18 W'
'485', 'GeForce 8800M GTX', '用于笔记本电脑', '1.19', 'G9x', '2007', '160 USD', '65 W'
'486', 'GeForce GT 525M', '用于笔记本电脑', '1.18', 'Fermi', '2011', '310 USD', '25 W'
'487', 'Quadro FX 3700M', '用于移动工作站', '1.17', 'G9x', '2008', '163 USD', '75 W'
'488', 'GeForce 705M', '用于笔记本电脑', '1.17', 'Fermi', '2013', '163 USD', '15 W'
'489', 'GeForce 9800M GTX', '用于笔记本电脑', '1.17', 'G9x', '2008', '103 USD', '75 W'
'490', 'GeForce GT 710M', '桌面', '1.14', 'Fermi 2.0', '2013', '23 USD', '15 W'
'491', 'Quadro 410', '用于工作站', '1.14', 'Kepler', '2012', '41 USD', '38 W'
'492', 'GeForce 9800M GS', '用于笔记本电脑', '1.14', 'G9x', '2008', '180 USD', '60 W'
'493', 'GeForce GT 625 OEM', '桌面', '1.13', 'Fermi 2.0', '2013', '100 USD', '29 W'
'494', 'GeForce GT 620M', '用于笔记本电脑', '1.13', 'Fermi', '2012', '300 USD', '15 W'
'495', 'Quadro FX 4600', '用于工作站', '1.11', 'Tesla', '2007', '179 USD', '134 W'
'496', 'Quadro FX 2800M', '用于移动工作站', '1.08', 'G9x', '2009', '140 USD', '75 W'
'497', 'GeForce GT 420M', '用于笔记本电脑', '1.07', 'Fermi', '2010', '310 USD', '23 W'
'498', 'GeForce GT 640M Mac Edition', '桌面', '1.06', 'Kepler', '2013', '50 USD', '32 W'
'499', 'GeForce 810M', '桌面', '1.05', 'Fermi 2.0', '2014', '163 USD', '15 W'
'500', 'GeForce GTS 350M', '用于笔记本电脑', '1.05', 'GT2xx', '2010', '230 USD', '28 W'
'501', 'GeForce 9800M GTS', '用于笔记本电脑', '1.03', 'G9x', '2008', '230 USD', '75 W'
'502', 'Quadro FX 1800', '用于工作站', '1.03', 'Tesla', '2009', '132 USD', '59 W'
'503', 'GeForce GT 335M', '用于笔记本电脑', '1.00', 'GT200', '2010', '310 USD', '28 W'
'504', 'GeForce 7900 GTX', '桌面', '0.99', 'Curie', '2006', '228 USD', '84 W'
'505', 'GeForce 8800M GTS', '用于笔记本电脑', '0.98', 'G9x', '2007', '110 USD', '50 W'
'506', 'GeForce 9800M GT', '用于笔记本电脑', '0.98', 'G9x', '2008', '61 USD', '65 W'
'507', 'Quadro FX 3700', '用于工作站', '0.98', 'Tesla', '2008', '256 USD', '78 W'
'508', 'GeForce GTX 260M', '用于笔记本电脑', '0.97', 'G9x', '2009', '109 USD', '75 W'
'509', 'Quadro FX 2700M', '用于移动工作站', '0.97', 'G9x', '2008', '296 USD', '65 W'
'510', 'GeForce GT 620', '桌面', '0.94', 'Fermi', '2012', '125 USD', '49 W'
'511', 'Quadro NVS 5100M', '用于移动工作站', '0.94', 'GT2xx', '2010', '105 USD', '35 W'
'512', 'NVS 315', '用于工作站', '0.89', 'Fermi 2.0', '2013', '213 USD', '19 W'
'513', 'GeForce 7950 GT', '桌面', '0.88', 'Curie', '2006', '200 USD', '65 W'
'514', 'GeForce 8800 GS', '桌面', '0.85', 'Tesla', '2008', '145 USD', '105 W'
'515', 'GeForce 9600 GSO 512', '桌面', '0.85', 'Tesla', '2008', '75 USD', '90 W'
'516', 'GeForce 9600 GSO', '桌面', '0.84', 'Tesla', '2008', '75 USD', '84 W'
'517', 'GeForce GT 230', '桌面', '0.83', 'Tesla', '2009', '123 USD', '75 W'
'518', 'Quadro FX 3500M', '用于移动工作站', '0.79', 'G7x', '2007', '69 USD', '45 W'
'519', 'GeForce GT 520', '桌面', '0.79', 'Fermi 2.0', '2011', '88 USD', '29 W'
'520', 'GeForce GT 610', '桌面', '0.78', 'Fermi 2.0', '2012', '98 USD', '29 W'
'521', 'GeForce 8700M GT SLI', '用于笔记本电脑', '0.78', 'G8x', '2007', '545 USD', '58 W'
'522', 'GRID K120Q', '用于工作站', '0.75', 'Kepler', '2014', '−', '130 W'
'523', 'GeForce 610M', '用于笔记本电脑', '0.75', 'Fermi', '2011', '55 USD', '12 W'
'524', 'Quadro FX 3500', '用于工作站', '0.75', 'Curie', '2006', '920 USD', '80 W'
'525', 'GeForce 7800 GTX', '桌面', '0.75', 'Curie', '2005', '176 USD', '86 W'
'526', 'GeForce GT 415M', '用于笔记本电脑', '0.74', 'Fermi', '2010', '310 USD', '12 W'
'527', 'GeForce GT 520M', '用于笔记本电脑', '0.73', 'Fermi', '2011', '237 USD', '17 W'
'528', 'GeForce GT 520MX', '用于笔记本电脑', '0.72', 'Fermi', '2011', '3 USD', '20 W'
'529', 'GeForce 9700M GTS', '用于笔记本电脑', '0.71', 'G9x', '2008', '230 USD', '60 W'
'530', 'GeForce Go 7900 GTX', '用于笔记本电脑', '0.69', 'G7x', '2006', '535 USD', '45 W'
'531', 'GeForce 9650M GS', '用于笔记本电脑', '0.69', 'G8x', '2008', '180 USD', '29 W'
'532', 'NVS 4200M', '用于移动工作站', '0.69', 'Fermi', '2011', '229 USD', '25 W'
'533', 'GeForce Go 7950 GTX', '用于笔记本电脑', '0.68', 'G7x', '2006', '−', '45 W'
